"scientificName" "occurrenceRemarks" "occurrenceStatus" "occurrenceStatus01"
"868" "Fragaria viridis Duchesne" "p13-2009" "present" 1
"869" "Fragaria viridis Duchesne" "p14-2009" "present" 1
"870" "Fragaria viridis Duchesne" "p15-2009" "present" 1
"871" "Fragaria viridis Duchesne" "p1-2019" "present" 1
"872" "Fragaria viridis Duchesne" "p2-2019" "present" 1
"873" "Fragaria viridis Duchesne" "p3-2019" "absent" 0
"874" "Fragaria viridis Duchesne" "p4-2019" "present" 1
"875" "Fragaria viridis Duchesne" "p5-2019" "present" 1
"876" "Fragaria viridis Duchesne" "p6-2019" "present" 1
"877" "Fragaria viridis Duchesne" "p7-2019" "present" 1
"878" "Fragaria viridis Duchesne" "p8-2019" "present" 1
"879" "Fragaria viridis Duchesne" "p9-2019" "present" 1
"880" "Fragaria viridis Duchesne" "p10-2019" "present" 1
"881" "Fragaria viridis Duchesne" "p11-2019" "present" 1
"882" "Fragaria viridis Duchesne" "p12-2019" "present" 1
"883" "Fragaria viridis Duchesne" "p13-2019" "present" 1
"884" "Fragaria viridis Duchesne" "p14-2019" "present" 1
"885" "Fragaria viridis Duchesne" "p15-2019" "present" 1
"886" "Fragaria viridis Duchesne" "p1-2020" "present" 1
"887" "Fragaria viridis Duchesne" "p2-2020" "present" 1
"888" "Fragaria viridis Duchesne" "p3-2020" "absent" 0
"889" "Fragaria viridis Duchesne" "p4-2020" "present" 1
"890" "Fragaria viridis Duchesne" "p5-2020" "present" 1
"891" "Fragaria viridis Duchesne" "p6-2020" "present" 1
"892" "Fragaria viridis Duchesne" "p7-2020" "present" 1
"893" "Fragaria viridis Duchesne" "p8-2020" "present" 1
"894" "Fragaria viridis Duchesne" "p9-2020" "present" 1
"895" "Fragaria viridis Duchesne" "p10-2020" "present" 1
"896" "Fragaria viridis Duchesne" "p11-2020" "present" 1
"897" "Fragaria viridis Duchesne" "p12-2020" "present" 1
"898" "Fragaria viridis Duchesne" "p13-2020" "present" 1
"899" "Fragaria viridis Duchesne" "p14-2020" "present" 1
"900" "Fragaria viridis Duchesne" "p15-2020" "present" 1
"901" "Geranium sanguineum L." "p1-2009" "present" 1
"902" "Geranium sanguineum L." "p2-2009" "present" 1
"903" "Geranium sanguineum L." "p3-2009" "present" 1
"904" "Geranium sanguineum L." "p4-2009" "present" 1
"905" "Geranium sanguineum L." "p5-2009" "present" 1
"906" "Geranium sanguineum L." "p6-2009" "present" 1
"907" "Geranium sanguineum L." "p7-2009" "present" 1
"908" "Geranium sanguineum L." "p8-2009" "present" 1
"909" "Geranium sanguineum L." "p9-2009" "present" 1
"910" "Geranium sanguineum L." "p10-2009" "present" 1
"911" "Geranium sanguineum L." "p11-2009" "present" 1
"912" "Geranium sanguineum L." "p12-2009" "present" 1
"913" "Geranium sanguineum L." "p13-2009" "present" 1
"914" "Geranium sanguineum L." "p14-2009" "present" 1
"915" "Geranium sanguineum L." "p15-2009" "present" 1
"916" "Geranium sanguineum L." "p1-2019" "present" 1
"917" "Geranium sanguineum L." "p2-2019" "present" 1
"918" "Geranium sanguineum L." "p3-2019" "present" 1
"919" "Geranium sanguineum L." "p4-2019" "present" 1
"920" "Geranium sanguineum L." "p5-2019" "present" 1
"921" "Geranium sanguineum L." "p6-2019" "present" 1
"922" "Geranium sanguineum L." "p7-2019" "present" 1
"923" "Geranium sanguineum L." "p8-2019" "present" 1
"924" "Geranium sanguineum L." "p9-2019" "present" 1
"925" "Geranium sanguineum L." "p10-2019" "present" 1
"926" "Geranium sanguineum L." "p11-2019" "present" 1
"927" "Geranium sanguineum L." "p12-2019" "present" 1
"928" "Geranium sanguineum L." "p13-2019" "present" 1
"929" "Geranium sanguineum L." "p14-2019" "present" 1
"930" "Geranium sanguineum L." "p15-2019" "present" 1
"931" "Geranium sanguineum L." "p1-2020" "present" 1
"932" "Geranium sanguineum L." "p2-2020" "present" 1
"933" "Geranium sanguineum L." "p3-2020" "present" 1
"934" "Geranium sanguineum L." "p4-2020" "present" 1
"935" "Geranium sanguineum L." "p5-2020" "present" 1
"936" "Geranium sanguineum L." "p6-2020" "present" 1
"937" "Geranium sanguineum L." "p7-2020" "present" 1
"938" "Geranium sanguineum L." "p8-2020" "present" 1
"939" "Geranium sanguineum L." "p9-2020" "present" 1
"940" "Geranium sanguineum L." "p10-2020" "present" 1
"941" "Geranium sanguineum L." "p11-2020" "present" 1
"942" "Geranium sanguineum L." "p12-2020" "present" 1
"943" "Geranium sanguineum L." "p13-2020" "present" 1
"944" "Geranium sanguineum L." "p14-2020" "present" 1
"945" "Geranium sanguineum L." "p15-2020" "present" 1
"946" "Hypochaeris maculata L." "p1-2009" "present" 1
"947" "Hypochaeris maculata L." "p2-2009" "present" 1
"948" "Hypochaeris maculata L." "p3-2009" "absent" 0
"949" "Hypochaeris maculata L." "p4-2009" "present" 1
"950" "Hypochaeris maculata L." "p5-2009" "present" 1
"951" "Hypochaeris maculata L." "p6-2009" "absent" 0
"952" "Hypochaeris maculata L." "p7-2009" "absent" 0
"953" "Hypochaeris maculata L." "p8-2009" "absent" 0
"954" "Hypochaeris maculata L." "p9-2009" "absent" 0
"955" "Hypochaeris maculata L." "p10-2009" "present" 1
"956" "Hypochaeris maculata L." "p11-2009" "absent" 0
"957" "Hypochaeris maculata L." "p12-2009" "present" 1
"958" "Hypochaeris maculata L." "p13-2009" "absent" 0
"959" "Hypochaeris maculata L." "p14-2009" "absent" 0
"960" "Hypochaeris maculata L." "p15-2009" "absent" 0
"961" "Hypochaeris maculata L." "p1-2019" "present" 1
"962" "Hypochaeris maculata L." "p2-2019" "present" 1
"963" "Hypochaeris maculata L." "p3-2019" "absent" 0
"964" "Hypochaeris maculata L." "p4-2019" "present" 1
"965" "Hypochaeris maculata L." "p5-2019" "present" 1
"966" "Hypochaeris maculata L." "p6-2019" "absent" 0
"967" "Hypochaeris maculata L." "p7-2019" "absent" 0
"968" "Hypochaeris maculata L." "p8-2019" "present" 1
"969" "Hypochaeris maculata L." "p9-2019" "absent" 0
"970" "Hypochaeris maculata L." "p10-2019" "present" 1
"971" "Hypochaeris maculata L." "p11-2019" "absent" 0
"972" "Hypochaeris maculata L." "p12-2019" "present" 1
"973" "Hypochaeris maculata L." "p13-2019" "absent" 0
"974" "Hypochaeris maculata L." "p14-2019" "present" 1
"975" "Hypochaeris maculata L." "p15-2019" "absent" 0
"976" "Hypochaeris maculata L." "p1-2020" "present" 1
"977" "Hypochaeris maculata L." "p2-2020" "present" 1
"978" "Hypochaeris maculata L." "p3-2020" "absent" 0
"979" "Hypochaeris maculata L." "p4-2020" "absent" 0
"980" "Hypochaeris maculata L." "p5-2020" "absent" 0
"981" "Hypochaeris maculata L." "p6-2020" "absent" 0
"982" "Hypochaeris maculata L." "p7-2020" "absent" 0
"983" "Hypochaeris maculata L." "p8-2020" "present" 1
"984" "Hypochaeris maculata L." "p9-2020" "absent" 0
"985" "Hypochaeris maculata L." "p10-2020" "present" 1
"986" "Hypochaeris maculata L." "p11-2020" "absent" 0
"987" "Hypochaeris maculata L." "p12-2020" "present" 1
"988" "Hypochaeris maculata L." "p13-2020" "absent" 0
"989" "Hypochaeris maculata L." "p14-2020" "present" 1
"990" "Hypochaeris maculata L." "p15-2020" "absent" 0
"991" "Inula salicina Pall." "p1-2009" "absent" 0
"992" "Inula salicina Pall." "p2-2009" "absent" 0
"993" "Inula salicina Pall." "p3-2009" "present" 1
"994" "Inula salicina Pall." "p4-2009" "absent" 0
"995" "Inula salicina Pall." "p5-2009" "absent" 0
"996" "Inula salicina Pall." "p6-2009" "absent" 0
"997" "Inula salicina Pall." "p7-2009" "absent" 0
"998" "Inula salicina Pall." "p8-2009" "absent" 0
"999" "Inula salicina Pall." "p9-2009" "absent" 0
"1000" "Inula salicina Pall." "p10-2009" "absent" 0
"1001" "Inula salicina Pall." "p11-2009" "absent" 0
"1002" "Inula salicina Pall." "p12-2009" "absent" 0
"1003" "Inula salicina Pall." "p13-2009" "absent" 0
"1004" "Inula salicina Pall." "p14-2009" "absent" 0
"1005" "Inula salicina Pall." "p15-2009" "absent" 0
"1006" "Inula salicina Pall." "p1-2019" "absent" 0
"1007" "Inula salicina Pall." "p2-2019" "absent" 0
"1008" "Inula salicina Pall." "p3-2019" "absent" 0
"1009" "Inula salicina Pall." "p4-2019" "absent" 0
"1010" "Inula salicina Pall." "p5-2019" "absent" 0
"1011" "Inula salicina Pall." "p6-2019" "absent" 0
"1012" "Inula salicina Pall." "p7-2019" "absent" 0
"1013" "Inula salicina Pall." "p8-2019" "absent" 0
"1014" "Inula salicina Pall." "p9-2019" "absent" 0
"1015" "Inula salicina Pall." "p10-2019" "absent" 0
"1016" "Inula salicina Pall." "p11-2019" "absent" 0
"1017" "Inula salicina Pall." "p12-2019" "absent" 0
"1018" "Inula salicina Pall." "p13-2019" "absent" 0
"1019" "Inula salicina Pall." "p14-2019" "absent" 0
"1020" "Inula salicina Pall." "p15-2019" "absent" 0
"1021" "Inula salicina Pall." "p1-2020" "absent" 0
"1022" "Inula salicina Pall." "p2-2020" "absent" 0
"1023" "Inula salicina Pall." "p3-2020" "absent" 0
"1024" "Inula salicina Pall." "p4-2020" "absent" 0
"1025" "Inula salicina Pall." "p5-2020" "absent" 0
"1026" "Inula salicina Pall." "p6-2020" "absent" 0
"1027" "Inula salicina Pall." "p7-2020" "absent" 0
"1028" "Inula salicina Pall." "p8-2020" "absent" 0
"1029" "Inula salicina Pall." "p9-2020" "absent" 0
"1030" "Inula salicina Pall." "p10-2020" "absent" 0
"1031" "Inula salicina Pall." "p11-2020" "absent" 0
"1032" "Inula salicina Pall." "p12-2020" "absent" 0
"1033" "Inula salicina Pall." "p13-2020" "absent" 0
"1034" "Inula salicina Pall." "p14-2020" "absent" 0
"1035" "Inula salicina Pall." "p15-2020" "absent" 0
"1036" "Lappula myosotis Moench" "p1-2009" "absent" 0
"1037" "Lappula myosotis Moench" "p2-2009" "absent" 0
"1038" "Lappula myosotis Moench" "p3-2009" "absent" 0
"1039" "Lappula myosotis Moench" "p4-2009" "present" 1
"1040" "Lappula myosotis Moench" "p5-2009" "absent" 0
"1041" "Lappula myosotis Moench" "p6-2009" "absent" 0
"1042" "Lappula myosotis Moench" "p7-2009" "absent" 0
"1043" "Lappula myosotis Moench" "p8-2009" "present" 1
"1044" "Lappula myosotis Moench" "p9-2009" "absent" 0
"1045" "Lappula myosotis Moench" "p10-2009" "absent" 0
"1046" "Lappula myosotis Moench" "p11-2009" "absent" 0
"1047" "Lappula myosotis Moench" "p12-2009" "absent" 0
"1048" "Lappula myosotis Moench" "p13-2009" "present" 1
"1049" "Lappula myosotis Moench" "p14-2009" "absent" 0
"1050" "Lappula myosotis Moench" "p15-2009" "absent" 0
"1051" "Lappula myosotis Moench" "p1-2019" "absent" 0
"1052" "Lappula myosotis Moench" "p2-2019" "absent" 0
"1053" "Lappula myosotis Moench" "p3-2019" "absent" 0
"1054" "Lappula myosotis Moench" "p4-2019" "absent" 0
"1055" "Lappula myosotis Moench" "p5-2019" "absent" 0
"1056" "Lappula myosotis Moench" "p6-2019" "absent" 0
"1057" "Lappula myosotis Moench" "p7-2019" "absent" 0
"1058" "Lappula myosotis Moench" "p8-2019" "absent" 0
"1059" "Lappula myosotis Moench" "p9-2019" "absent" 0
"1060" "Lappula myosotis Moench" "p10-2019" "present" 1
"1061" "Lappula myosotis Moench" "p11-2019" "absent" 0
"1062" "Lappula myosotis Moench" "p12-2019" "absent" 0
"1063" "Lappula myosotis Moench" "p13-2019" "present" 1
"1064" "Lappula myosotis Moench" "p14-2019" "absent" 0
"1065" "Lappula myosotis Moench" "p15-2019" "present" 1
"1066" "Lappula myosotis Moench" "p1-2020" "absent" 0
"1067" "Lappula myosotis Moench" "p2-2020" "absent" 0
"1068" "Lappula myosotis Moench" "p3-2020" "absent" 0
"1069" "Lappula myosotis Moench" "p4-2020" "absent" 0
"1070" "Lappula myosotis Moench" "p5-2020" "absent" 0
"1071" "Lappula myosotis Moench" "p6-2020" "absent" 0
"1072" "Lappula myosotis Moench" "p7-2020" "absent" 0
"1073" "Lappula myosotis Moench" "p8-2020" "absent" 0
"1074" "Lappula myosotis Moench" "p9-2020" "absent" 0
"1075" "Lappula myosotis Moench" "p10-2020" "absent" 0
"1076" "Lappula myosotis Moench" "p11-2020" "absent" 0
"1077" "Lappula myosotis Moench" "p12-2020" "absent" 0
"1078" "Lappula myosotis Moench" "p13-2020" "absent" 0
"1079" "Lappula myosotis Moench" "p14-2020" "absent" 0
"1080" "Lappula myosotis Moench" "p15-2020" "present" 1
"1081" "Lepidium campestre (L.) W.T.Aiton" "p1-2009" "absent" 0
"1082" "Lepidium campestre (L.) W.T.Aiton" "p2-2009" "absent" 0
"1083" "Lepidium campestre (L.) W.T.Aiton" "p3-2009" "absent" 0
"1084" "Lepidium campestre (L.) W.T.Aiton" "p4-2009" "absent" 0
"1085" "Lepidium campestre (L.) W.T.Aiton" "p5-2009" "absent" 0
"1086" "Lepidium campestre (L.) W.T.Aiton" "p6-2009" "absent" 0
"1087" "Lepidium campestre (L.) W.T.Aiton" "p7-2009" "absent" 0
"1088" "Lepidium campestre (L.) W.T.Aiton" "p8-2009" "absent" 0
"1089" "Lepidium campestre (L.) W.T.Aiton" "p9-2009" "absent" 0
"1090" "Lepidium campestre (L.) W.T.Aiton" "p10-2009" "absent" 0
"1091" "Lepidium campestre (L.) W.T.Aiton" "p11-2009" "absent" 0
"1092" "Lepidium campestre (L.) W.T.Aiton" "p12-2009" "absent" 0
"1093" "Lepidium campestre (L.) W.T.Aiton" "p13-2009" "absent" 0
"1094" "Lepidium campestre (L.) W.T.Aiton" "p14-2009" "absent" 0
"1095" "Lepidium campestre (L.) W.T.Aiton" "p15-2009" "absent" 0
"1096" "Lepidium campestre (L.) W.T.Aiton" "p1-2019" "absent" 0
"1097" "Lepidium campestre (L.) W.T.Aiton" "p2-2019" "absent" 0
"1098" "Lepidium campestre (L.) W.T.Aiton" "p3-2019" "absent" 0
"1099" "Lepidium campestre (L.) W.T.Aiton" "p4-2019" "absent" 0
"1100" "Lepidium campestre (L.) W.T.Aiton" "p5-2019" "absent" 0
"1101" "Lepidium campestre (L.) W.T.Aiton" "p6-2019" "absent" 0
"1102" "Lepidium campestre (L.) W.T.Aiton" "p7-2019" "absent" 0
"1103" "Lepidium campestre (L.) W.T.Aiton" "p8-2019" "absent" 0
"1104" "Lepidium campestre (L.) W.T.Aiton" "p9-2019" "absent" 0
"1105" "Lepidium campestre (L.) W.T.Aiton" "p10-2019" "absent" 0
"1106" "Lepidium campestre (L.) W.T.Aiton" "p11-2019" "absent" 0
"1107" "Lepidium campestre (L.) W.T.Aiton" "p12-2019" "absent" 0
"1108" "Lepidium campestre (L.) W.T.Aiton" "p13-2019" "absent" 0
"1109" "Lepidium campestre (L.) W.T.Aiton" "p14-2019" "absent" 0
"1110" "Lepidium campestre (L.) W.T.Aiton" "p15-2019" "present" 1
"1111" "Lepidium campestre (L.) W.T.Aiton" "p1-2020" "present" 1
"1112" "Lepidium campestre (L.) W.T.Aiton" "p2-2020" "absent" 0
"1113" "Lepidium campestre (L.) W.T.Aiton" "p3-2020" "absent" 0
"1114" "Lepidium campestre (L.) W.T.Aiton" "p4-2020" "absent" 0
"1115" "Lepidium campestre (L.) W.T.Aiton" "p5-2020" "absent" 0
"1116" "Lepidium campestre (L.) W.T.Aiton" "p6-2020" "absent" 0
"1117" "Lepidium campestre (L.) W.T.Aiton" "p7-2020" "absent" 0
"1118" "Lepidium campestre (L.) W.T.Aiton" "p8-2020" "absent" 0
"1119" "Lepidium campestre (L.) W.T.Aiton" "p9-2020" "absent" 0
"1120" "Lepidium campestre (L.) W.T.Aiton" "p10-2020" "absent" 0
"1121" "Lepidium campestre (L.) W.T.Aiton" "p11-2020" "absent" 0
"1122" "Lepidium campestre (L.) W.T.Aiton" "p12-2020" "absent" 0
"1123" "Lepidium campestre (L.) W.T.Aiton" "p13-2020" "absent" 0
"1124" "Lepidium campestre (L.) W.T.Aiton" "p14-2020" "absent" 0
"1125" "Lepidium campestre (L.) W.T.Aiton" "p15-2020" "present" 1
"1126" "Ligustrum vulgare L." "p1-2009" "absent" 0
"1127" "Ligustrum vulgare L." "p2-2009" "absent" 0
"1128" "Ligustrum vulgare L." "p3-2009" "absent" 0
"1129" "Ligustrum vulgare L." "p4-2009" "absent" 0
"1130" "Ligustrum vulgare L." "p5-2009" "absent" 0
"1131" "Ligustrum vulgare L." "p6-2009" "absent" 0
"1132" "Ligustrum vulgare L." "p7-2009" "absent" 0
"1133" "Ligustrum vulgare L." "p8-2009" "absent" 0
"1134" "Ligustrum vulgare L." "p9-2009" "absent" 0
"1135" "Ligustrum vulgare L." "p10-2009" "absent" 0
"1136" "Ligustrum vulgare L." "p11-2009" "absent" 0
"1137" "Ligustrum vulgare L." "p12-2009" "absent" 0
"1138" "Ligustrum vulgare L." "p13-2009" "absent" 0
"1139" "Ligustrum vulgare L." "p14-2009" "absent" 0
"1140" "Ligustrum vulgare L." "p15-2009" "absent" 0
"1141" "Ligustrum vulgare L." "p1-2019" "present" 1
"1142" "Ligustrum vulgare L." "p2-2019" "absent" 0
"1143" "Ligustrum vulgare L." "p3-2019" "absent" 0
"1144" "Ligustrum vulgare L." "p4-2019" "absent" 0
"1145" "Ligustrum vulgare L." "p5-2019" "absent" 0
"1146" "Ligustrum vulgare L." "p6-2019" "absent" 0
"1147" "Ligustrum vulgare L." "p7-2019" "absent" 0
"1148" "Ligustrum vulgare L." "p8-2019" "absent" 0
"1149" "Ligustrum vulgare L." "p9-2019" "present" 1
"1150" "Ligustrum vulgare L." "p10-2019" "absent" 0
"1151" "Ligustrum vulgare L." "p11-2019" "absent" 0
"1152" "Ligustrum vulgare L." "p12-2019" "absent" 0
"1153" "Ligustrum vulgare L." "p13-2019" "absent" 0
"1154" "Ligustrum vulgare L." "p14-2019" "present" 1
"1155" "Ligustrum vulgare L." "p15-2019" "absent" 0
"1156" "Ligustrum vulgare L." "p1-2020" "absent" 0
"1157" "Ligustrum vulgare L." "p2-2020" "absent" 0
"1158" "Ligustrum vulgare L." "p3-2020" "absent" 0
"1159" "Ligustrum vulgare L." "p4-2020" "absent" 0
"1160" "Ligustrum vulgare L." "p5-2020" "absent" 0
"1161" "Ligustrum vulgare L." "p6-2020" "absent" 0
"1162" "Ligustrum vulgare L." "p7-2020" "absent" 0
"1163" "Ligustrum vulgare L." "p8-2020" "absent" 0
"1164" "Ligustrum vulgare L." "p9-2020" "present" 1
"1165" "Ligustrum vulgare L." "p10-2020" "absent" 0
"1166" "Ligustrum vulgare L." "p11-2020" "absent" 0
"1167" "Ligustrum vulgare L." "p12-2020" "absent" 0
"1168" "Ligustrum vulgare L." "p13-2020" "absent" 0
"1169" "Ligustrum vulgare L." "p14-2020" "present" 1
"1170" "Ligustrum vulgare L." "p15-2020" "absent" 0
"1171" "Linum catharticum L." "p1-2009" "absent" 0
"1172" "Linum catharticum L." "p2-2009" "present" 1
"1173" "Linum catharticum L." "p3-2009" "present" 1
"1174" "Linum catharticum L." "p4-2009" "present" 1
"1175" "Linum catharticum L." "p5-2009" "present" 1
"1176" "Linum catharticum L." "p6-2009" "absent" 0
"1177" "Linum catharticum L." "p7-2009" "absent" 0
"1178" "Linum catharticum L." "p8-2009" "absent" 0
"1179" "Linum catharticum L." "p9-2009" "present" 1
"1180" "Linum catharticum L." "p10-2009" "absent" 0
"1181" "Linum catharticum L." "p11-2009" "absent" 0
"1182" "Linum catharticum L." "p12-2009" "present" 1
"1183" "Linum catharticum L." "p13-2009" "present" 1
"1184" "Linum catharticum L." "p14-2009" "absent" 0
"1185" "Linum catharticum L." "p15-2009" "present" 1
"1186" "Linum catharticum L." "p1-2019" "absent" 0
"1187" "Linum catharticum L." "p2-2019" "absent" 0
"1188" "Linum catharticum L." "p3-2019" "absent" 0
"1189" "Linum catharticum L." "p4-2019" "present" 1
"1190" "Linum catharticum L." "p5-2019" "present" 1
"1191" "Linum catharticum L." "p6-2019" "absent" 0
"1192" "Linum catharticum L." "p7-2019" "absent" 0
"1193" "Linum catharticum L." "p8-2019" "present" 1
"1194" "Linum catharticum L." "p9-2019" "present" 1
"1195" "Linum catharticum L." "p10-2019" "absent" 0
"1196" "Linum catharticum L." "p11-2019" "absent" 0
"1197" "Linum catharticum L." "p12-2019" "absent" 0
"1198" "Linum catharticum L." "p13-2019" "present" 1
"1199" "Linum catharticum L." "p14-2019" "absent" 0
"1200" "Linum catharticum L." "p15-2019" "present" 1
"1201" "Linum catharticum L." "p1-2020" "present" 1
"1202" "Linum catharticum L." "p2-2020" "present" 1
"1203" "Linum catharticum L." "p3-2020" "absent" 0
"1204" "Linum catharticum L." "p4-2020" "present" 1
"1205" "Linum catharticum L." "p5-2020" "present" 1
"1206" "Linum catharticum L." "p6-2020" "absent" 0
"1207" "Linum catharticum L." "p7-2020" "present" 1
"1208" "Linum catharticum L." "p8-2020" "present" 1
"1209" "Linum catharticum L." "p9-2020" "present" 1
"1210" "Linum catharticum L." "p10-2020" "present" 1
"1211" "Linum catharticum L." "p11-2020" "absent" 0
"1212" "Linum catharticum L." "p12-2020" "present" 1
"1213" "Linum catharticum L." "p13-2020" "present" 1
"1214" "Linum catharticum L." "p14-2020" "absent" 0
"1215" "Linum catharticum L." "p15-2020" "present" 1
"1216" "Lithospermum officinale L." "p1-2009" "absent" 0
"1217" "Lithospermum officinale L." "p2-2009" "absent" 0
"1218" "Lithospermum officinale L." "p3-2009" "absent" 0
"1219" "Lithospermum officinale L." "p4-2009" "absent" 0
"1220" "Lithospermum officinale L." "p5-2009" "absent" 0
"1221" "Lithospermum officinale L." "p6-2009" "absent" 0
"1222" "Lithospermum officinale L." "p7-2009" "absent" 0
"1223" "Lithospermum officinale L." "p8-2009" "absent" 0
"1224" "Lithospermum officinale L." "p9-2009" "absent" 0
"1225" "Lithospermum officinale L." "p10-2009" "absent" 0
"1226" "Lithospermum officinale L." "p11-2009" "absent" 0
"1227" "Lithospermum officinale L." "p12-2009" "absent" 0
"1228" "Lithospermum officinale L." "p13-2009" "absent" 0
"1229" "Lithospermum officinale L." "p14-2009" "present" 1
"1230" "Lithospermum officinale L." "p15-2009" "absent" 0
"1231" "Lithospermum officinale L." "p1-2019" "present" 1
"1232" "Lithospermum officinale L." "p2-2019" "absent" 0
"1233" "Lithospermum officinale L." "p3-2019" "absent" 0
"1234" "Lithospermum officinale L." "p4-2019" "absent" 0
"1235" "Lithospermum officinale L." "p5-2019" "present" 1
"1236" "Lithospermum officinale L." "p6-2019" "present" 1
"1237" "Lithospermum officinale L." "p7-2019" "absent" 0
"1238" "Lithospermum officinale L." "p8-2019" "absent" 0
"1239" "Lithospermum officinale L." "p9-2019" "absent" 0
"1240" "Lithospermum officinale L." "p10-2019" "present" 1
"1241" "Lithospermum officinale L." "p11-2019" "absent" 0
"1242" "Lithospermum officinale L." "p12-2019" "absent" 0
"1243" "Lithospermum officinale L." "p13-2019" "absent" 0
"1244" "Lithospermum officinale L." "p14-2019" "present" 1
"1245" "Lithospermum officinale L." "p15-2019" "absent" 0
"1246" "Lithospermum officinale L." "p1-2020" "present" 1
"1247" "Lithospermum officinale L." "p2-2020" "absent" 0
"1248" "Lithospermum officinale L." "p3-2020" "absent" 0
"1249" "Lithospermum officinale L." "p4-2020" "absent" 0
"1250" "Lithospermum officinale L." "p5-2020" "present" 1
"1251" "Lithospermum officinale L." "p6-2020" "absent" 0
"1252" "Lithospermum officinale L." "p7-2020" "absent" 0
"1253" "Lithospermum officinale L." "p8-2020" "absent" 0
"1254" "Lithospermum officinale L." "p9-2020" "absent" 0
"1255" "Lithospermum officinale L." "p10-2020" "present" 1
"1256" "Lithospermum officinale L." "p11-2020" "absent" 0
"1257" "Lithospermum officinale L." "p12-2020" "absent" 0
"1258" "Lithospermum officinale L." "p13-2020" "absent" 0
"1259" "Lithospermum officinale L." "p14-2020" "present" 1
"1260" "Lithospermum officinale L." "p15-2020" "absent" 0
"1261" "Myosotis ramosissima Rochel" "p1-2009" "absent" 0
"1262" "Myosotis ramosissima Rochel" "p2-2009" "absent" 0
"1263" "Myosotis ramosissima Rochel" "p3-2009" "absent" 0
"1264" "Myosotis ramosissima Rochel" "p4-2009" "absent" 0
"1265" "Myosotis ramosissima Rochel" "p5-2009" "absent" 0
"1266" "Myosotis ramosissima Rochel" "p6-2009" "absent" 0
"1267" "Myosotis ramosissima Rochel" "p7-2009" "absent" 0
"1268" "Myosotis ramosissima Rochel" "p8-2009" "absent" 0
"1269" "Myosotis ramosissima Rochel" "p9-2009" "absent" 0
"1270" "Myosotis ramosissima Rochel" "p10-2009" "present" 1
"1271" "Myosotis ramosissima Rochel" "p11-2009" "absent" 0
"1272" "Myosotis ramosissima Rochel" "p12-2009" "absent" 0
"1273" "Myosotis ramosissima Rochel" "p13-2009" "absent" 0
"1274" "Myosotis ramosissima Rochel" "p14-2009" "absent" 0
"1275" "Myosotis ramosissima Rochel" "p15-2009" "absent" 0
"1276" "Myosotis ramosissima Rochel" "p1-2019" "absent" 0
"1277" "Myosotis ramosissima Rochel" "p2-2019" "absent" 0
"1278" "Myosotis ramosissima Rochel" "p3-2019" "absent" 0
"1279" "Myosotis ramosissima Rochel" "p4-2019" "present" 1
"1280" "Myosotis ramosissima Rochel" "p5-2019" "absent" 0
"1281" "Myosotis ramosissima Rochel" "p6-2019" "absent" 0
"1282" "Myosotis ramosissima Rochel" "p7-2019" "absent" 0
"1283" "Myosotis ramosissima Rochel" "p8-2019" "absent" 0
"1284" "Myosotis ramosissima Rochel" "p9-2019" "absent" 0
"1285" "Myosotis ramosissima Rochel" "p10-2019" "absent" 0
"1286" "Myosotis ramosissima Rochel" "p11-2019" "absent" 0
"1287" "Myosotis ramosissima Rochel" "p12-2019" "absent" 0
"1288" "Myosotis ramosissima Rochel" "p13-2019" "absent" 0
"1289" "Myosotis ramosissima Rochel" "p14-2019" "absent" 0
"1290" "Myosotis ramosissima Rochel" "p15-2019" "absent" 0
"1291" "Myosotis ramosissima Rochel" "p1-2020" "absent" 0
"1292" "Myosotis ramosissima Rochel" "p2-2020" "absent" 0
"1293" "Myosotis ramosissima Rochel" "p3-2020" "absent" 0
"1294" "Myosotis ramosissima Rochel" "p4-2020" "absent" 0
"1295" "Myosotis ramosissima Rochel" "p5-2020" "absent" 0
"1296" "Myosotis ramosissima Rochel" "p6-2020" "absent" 0
"1297" "Myosotis ramosissima Rochel" "p7-2020" "absent" 0
"1298" "Myosotis ramosissima Rochel" "p8-2020" "absent" 0
"1299" "Myosotis ramosissima Rochel" "p9-2020" "absent" 0
"1300" "Myosotis ramosissima Rochel" "p10-2020" "absent" 0
"1301" "Myosotis ramosissima Rochel" "p11-2020" "absent" 0
"1302" "Myosotis ramosissima Rochel" "p12-2020" "absent" 0
"1303" "Myosotis ramosissima Rochel" "p13-2020" "absent" 0
"1304" "Myosotis ramosissima Rochel" "p14-2020" "absent" 0
"1305" "Myosotis ramosissima Rochel" "p15-2020" "absent" 0
"1306" "Myosotis stricta Link ex Roem. & Schult." "p1-2009" "absent" 0
"1307" "Myosotis stricta Link ex Roem. & Schult." "p2-2009" "absent" 0
"1308" "Myosotis stricta Link ex Roem. & Schult." "p3-2009" "absent" 0
"1309" "Myosotis stricta Link ex Roem. & Schult." "p4-2009" "absent" 0
"1310" "Myosotis stricta Link ex Roem. & Schult." "p5-2009" "absent" 0
"1311" "Myosotis stricta Link ex Roem. & Schult." "p6-2009" "absent" 0
"1312" "Myosotis stricta Link ex Roem. & Schult." "p7-2009" "present" 1
"1313" "Myosotis stricta Link ex Roem. & Schult." "p8-2009" "present" 1
"1314" "Myosotis stricta Link ex Roem. & Schult." "p9-2009" "absent" 0
