"scientificName" "occurrenceRemarks" "occurrenceStatus" "occurrenceStatus01"
"2186" "Woodsia alpina (Bolton) Gray" "p11-2019" "absent" 0
"2187" "Woodsia alpina (Bolton) Gray" "p12-2019" "absent" 0
"2188" "Woodsia alpina (Bolton) Gray" "p13-2019" "present" 1
"2189" "Woodsia alpina (Bolton) Gray" "p14-2019" "absent" 0
"2190" "Woodsia alpina (Bolton) Gray" "p15-2019" "absent" 0
"2191" "Woodsia alpina (Bolton) Gray" "p1-2020" "absent" 0
"2192" "Woodsia alpina (Bolton) Gray" "p2-2020" "absent" 0
"2193" "Woodsia alpina (Bolton) Gray" "p3-2020" "absent" 0
"2194" "Woodsia alpina (Bolton) Gray" "p4-2020" "absent" 0
"2195" "Woodsia alpina (Bolton) Gray" "p5-2020" "absent" 0
"2196" "Woodsia alpina (Bolton) Gray" "p6-2020" "absent" 0
"2197" "Woodsia alpina (Bolton) Gray" "p7-2020" "present" 1
"2198" "Woodsia alpina (Bolton) Gray" "p8-2020" "absent" 0
"2199" "Woodsia alpina (Bolton) Gray" "p9-2020" "absent" 0
"2200" "Woodsia alpina (Bolton) Gray" "p10-2020" "absent" 0
"2201" "Woodsia alpina (Bolton) Gray" "p11-2020" "absent" 0
"2202" "Woodsia alpina (Bolton) Gray" "p12-2020" "absent" 0
"2203" "Woodsia alpina (Bolton) Gray" "p13-2020" "present" 1
"2204" "Woodsia alpina (Bolton) Gray" "p14-2020" "absent" 0
"2205" "Woodsia alpina (Bolton) Gray" "p15-2020" "absent" 0
